Tipo de Delito: Nivel 1,Tipo de Delito: Nivel 2,Tipo de Delito: Nivel 3,Tipo de Delito: Nivel 4,Nacionalidad,Periodo,Total
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2022,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2021,6.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2020,5.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2019,10.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2018,9.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2017,14.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2016,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2015,4.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2014,6.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Asia,2013,6.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2023,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2022,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2021,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2020,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2019,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2018,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2017,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2016,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2015,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2014,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,,De Oceanía,2013,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2023,213.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2022,239.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2021,286.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2020,270.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2019,434.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2018,502.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2017,553.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2016,544.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2015,560.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2014,585.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Total,2013,500.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2023,176.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2022,213.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2021,249.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2020,222.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2019,370.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2018,445.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2017,490.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2016,477.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2015,502.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2014,517.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,Española,2013,430.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2023,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2022,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2021,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2020,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2019,19.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2018,16.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2017,21.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2016,16.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2015,11.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2014,14.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE28 sin España,2013,15.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2023,10.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2022,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2021,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2020,15.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2019,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2018,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2017,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2016,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2015,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2014,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de la UE27_2020 sin España,2013,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2023,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2022,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2021,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2020,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2019,4.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2018,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2017,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2016,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2015,3.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2014,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE28,2013,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2023,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2022,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2021,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2020,3.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2019,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2018,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2017,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2016,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2015,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2014,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,País de Europa menos UE27_2020,2013,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2023,10.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2022,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2021,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2020,10.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2019,15.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2018,9.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2017,13.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2016,11.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2015,14.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2014,22.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Africa,2013,19.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2023,16.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2022,8.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2021,20.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2020,20.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2019,25.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2018,29.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2017,23.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2016,39.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2015,30.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2014,31.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De América,2013,29.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2023,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2022,2.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2021,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2020,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2019,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2018,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2017,4.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2016,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2015,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2014,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Asia,2013,5.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2023,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2022,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2021,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2020,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2019,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2018,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2017,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2016,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2015,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2014,0.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.1 Acusación y denuncias falsas,De Oceanía,2013,1.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2023,330.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2022,575.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2021,899.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2020,1.143
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2019,1.821
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2018,2.06
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2017,2.388
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2016,2.677
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2015,3.031
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2014,2.833
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Total,2013,2.267
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2023,286.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2022,513.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2021,796.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2020,998.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2019,1.615
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2018,1.854
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2017,2.149
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2016,2.404
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2015,2.782
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2014,2.614
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,Española,2013,2.05
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2023,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2022,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2021,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2020,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2019,52.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2018,39.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2017,73.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2016,61.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2015,57.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2014,51.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE28 sin España,2013,56.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2023,7.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2022,10.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2021,25.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2020,27.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2019,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2018,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2017,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2016,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2015,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2014,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de la UE27_2020 sin España,2013,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2023,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2022,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2021,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2020,
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2019,5.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2018,4.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2017,3.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2016,6.0
A Delitos,20 Contra la Administración de Justicia,20.5 Acusación y denuncia falsas y simulación de delitos,20.5.2 Simulación del delito,País de Europa menos UE28,2015,5.0
