Sexo,Edad,Nacionalidad,Periodo,Total
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2006,52
Hombres,De 25 a 34 años,Total,2024,"2.472,7"
Hombres,De 25 a 34 años,Total,2023,"2.443,1"
Hombres,De 25 a 34 años,Total,2022,"2.373,3"
Hombres,De 25 a 34 años,Total,2021,"2.336,6"
Hombres,De 25 a 34 años,Total,2020,"2.299,2"
Hombres,De 25 a 34 años,Total,2019,"2.374,5"
Hombres,De 25 a 34 años,Total,2018,"2.385,7"
Hombres,De 25 a 34 años,Total,2017,"2.414,6"
Hombres,De 25 a 34 años,Total,2016,"2.509,7"
Hombres,De 25 a 34 años,Total,2015,"2.638,2"
Hombres,De 25 a 34 años,Total,2014,"2.773,7"
Hombres,De 25 a 34 años,Total,2013,2.942
Hombres,De 25 a 34 años,Total,2012,3.149
Hombres,De 25 a 34 años,Total,2011,"3.305,4"
Hombres,De 25 a 34 años,Total,2010,"3.456,6"
Hombres,De 25 a 34 años,Total,2009,"3.586,2"
Hombres,De 25 a 34 años,Total,2008,"3.688,6"
Hombres,De 25 a 34 años,Total,2007,"3.685,2"
Hombres,De 25 a 34 años,Total,2006,"3.632,1"
Hombres,De 25 a 34 años,Española,2024,"1.808,6"
Hombres,De 25 a 34 años,Española,2023,"1.855,8"
Hombres,De 25 a 34 años,Española,2022,"1.838,8"
Hombres,De 25 a 34 años,Española,2021,"1.877,5"
Hombres,De 25 a 34 años,Española,2020,"1.831,2"
Hombres,De 25 a 34 años,Española,2019,"1.922,3"
Hombres,De 25 a 34 años,Española,2018,"1.976,8"
Hombres,De 25 a 34 años,Española,2017,"2.013,5"
Hombres,De 25 a 34 años,Española,2016,2.085
Hombres,De 25 a 34 años,Española,2015,"2.205,4"
Hombres,De 25 a 34 años,Española,2014,"2.313,3"
Hombres,De 25 a 34 años,Española,2013,2.459
Hombres,De 25 a 34 años,Española,2012,"2.556,5"
Hombres,De 25 a 34 años,Española,2011,"2.640,3"
Hombres,De 25 a 34 años,Española,2010,"2.739,9"
Hombres,De 25 a 34 años,Española,2009,"2.834,2"
Hombres,De 25 a 34 años,Española,2008,"2.910,9"
Hombres,De 25 a 34 años,Española,2007,"2.943,8"
Hombres,De 25 a 34 años,Española,2006,"2.998,1"
Hombres,De 25 a 34 años,Doble nacionalidad,2024,"135,5"
Hombres,De 25 a 34 años,Doble nacionalidad,2023,"116,1"
Hombres,De 25 a 34 años,Doble nacionalidad,2022,"119,2"
Hombres,De 25 a 34 años,Doble nacionalidad,2021,"84,1"
Hombres,De 25 a 34 años,Doble nacionalidad,2020,"81,8"
Hombres,De 25 a 34 años,Doble nacionalidad,2019,"63,9"
Hombres,De 25 a 34 años,Doble nacionalidad,2018,"55,5"
Hombres,De 25 a 34 años,Doble nacionalidad,2017,"51,7"
Hombres,De 25 a 34 años,Doble nacionalidad,2016,56
Hombres,De 25 a 34 años,Doble nacionalidad,2015,56
Hombres,De 25 a 34 años,Doble nacionalidad,2014,54
Hombres,De 25 a 34 años,Doble nacionalidad,2013,"42,4"
Hombres,De 25 a 34 años,Doble nacionalidad,2012,"45,9"
Hombres,De 25 a 34 años,Doble nacionalidad,2011,"43,6"
Hombres,De 25 a 34 años,Doble nacionalidad,2010,"35,3"
Hombres,De 25 a 34 años,Doble nacionalidad,2009,"31,7"
Hombres,De 25 a 34 años,Doble nacionalidad,2008,"26,3"
Hombres,De 25 a 34 años,Doble nacionalidad,2007,"27,1"
Hombres,De 25 a 34 años,Doble nacionalidad,2006,"22,2"
Hombres,De 25 a 34 años,Extranjera: Total,2024,"528,5"
Hombres,De 25 a 34 años,Extranjera: Total,2023,"471,2"
Hombres,De 25 a 34 años,Extranjera: Total,2022,"415,4"
Hombres,De 25 a 34 años,Extranjera: Total,2021,"375,1"
Hombres,De 25 a 34 años,Extranjera: Total,2020,"386,2"
Hombres,De 25 a 34 años,Extranjera: Total,2019,"388,3"
Hombres,De 25 a 34 años,Extranjera: Total,2018,"353,4"
Hombres,De 25 a 34 años,Extranjera: Total,2017,"349,4"
Hombres,De 25 a 34 años,Extranjera: Total,2016,"368,8"
Hombres,De 25 a 34 años,Extranjera: Total,2015,"376,9"
Hombres,De 25 a 34 años,Extranjera: Total,2014,"406,4"
Hombres,De 25 a 34 años,Extranjera: Total,2013,"440,5"
Hombres,De 25 a 34 años,Extranjera: Total,2012,"546,6"
Hombres,De 25 a 34 años,Extranjera: Total,2011,"621,5"
Hombres,De 25 a 34 años,Extranjera: Total,2010,"681,4"
Hombres,De 25 a 34 años,Extranjera: Total,2009,"720,2"
Hombres,De 25 a 34 años,Extranjera: Total,2008,"751,4"
Hombres,De 25 a 34 años,Extranjera: Total,2007,"714,3"
Hombres,De 25 a 34 años,Extranjera: Total,2006,"611,7"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2024,"99,2"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2023,90
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2022,"93,8"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2021,"96,3"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2020,"109,6"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2019,142
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2018,"128,1"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2017,"119,7"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2016,119
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2015,"124,7"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2014,"149,8"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2013,"136,5"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2012,"167,6"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2011,"175,3"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2010,"199,5"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2009,"204,6"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2008,"210,9"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2007,"198,9"
Hombres,De 25 a 34 años,Extranjera: Unión Europea,2006,"60,9"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2024,"29,8"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2023,"22,2"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2022,"21,6"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2021,"18,4"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2020,"16,5"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2019,"19,9"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2018,"14,6"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2017,"13,8"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2016,"13,8"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2015,"20,7"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2014,"11,3"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2013,"9,8"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2012,"13,3"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2011,"21,7"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2010,"19,7"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2009,"21,2"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2008,"20,9"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2007,"23,4"
Hombres,De 25 a 34 años,Extranjera: Resto de Europa,2006,"125,9"
Hombres,De 25 a 34 años,Extranjera: América Latina,2024,"265,6"
Hombres,De 25 a 34 años,Extranjera: América Latina,2023,"226,7"
Hombres,De 25 a 34 años,Extranjera: América Latina,2022,"179,1"
Hombres,De 25 a 34 años,Extranjera: América Latina,2021,"161,9"
Hombres,De 25 a 34 años,Extranjera: América Latina,2020,"141,4"
Hombres,De 25 a 34 años,Extranjera: América Latina,2019,"117,5"
Hombres,De 25 a 34 años,Extranjera: América Latina,2018,"106,3"
Hombres,De 25 a 34 años,Extranjera: América Latina,2017,"106,9"
Hombres,De 25 a 34 años,Extranjera: América Latina,2016,"105,4"
Hombres,De 25 a 34 años,Extranjera: América Latina,2015,"109,6"
Hombres,De 25 a 34 años,Extranjera: América Latina,2014,"128,8"
Hombres,De 25 a 34 años,Extranjera: América Latina,2013,"150,6"
Hombres,De 25 a 34 años,Extranjera: América Latina,2012,"193,7"
Hombres,De 25 a 34 años,Extranjera: América Latina,2011,245
Hombres,De 25 a 34 años,Extranjera: América Latina,2010,"271,4"
Hombres,De 25 a 34 años,Extranjera: América Latina,2009,"291,6"
Hombres,De 25 a 34 años,Extranjera: América Latina,2008,"326,4"
Hombres,De 25 a 34 años,Extranjera: América Latina,2007,"307,7"
Hombres,De 25 a 34 años,Extranjera: América Latina,2006,"243,3"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2024,134
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2023,"132,3"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2022,"120,8"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2021,"98,4"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2020,"118,7"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2019,"108,8"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2018,"104,3"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2017,109
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2016,"130,6"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2015,"121,9"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2014,"116,5"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2013,"143,6"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2012,172
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2011,"179,5"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2010,"190,9"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2009,"202,8"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2008,"193,2"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2007,"184,3"
Hombres,De 25 a 34 años,Extranjera: Resto del mundo y apátrida,2006,"181,6"
Hombres,De 35 a 44 años,Total,2024,"3.087,9"
Hombres,De 35 a 44 años,Total,2023,"3.146,4"
Hombres,De 35 a 44 años,Total,2022,3.206
Hombres,De 35 a 44 años,Total,2021,3.289
Hombres,De 35 a 44 años,Total,2020,"3.303,3"
Hombres,De 35 a 44 años,Total,2019,3.443
Hombres,De 35 a 44 años,Total,2018,"3.534,6"
Hombres,De 35 a 44 años,Total,2017,"3.605,4"
Hombres,De 35 a 44 años,Total,2016,3.684
Hombres,De 35 a 44 años,Total,2015,"3.741,2"
Hombres,De 35 a 44 años,Total,2014,3.765
Hombres,De 35 a 44 años,Total,2013,"3.788,8"
Hombres,De 35 a 44 años,Total,2012,"3.809,3"
Hombres,De 35 a 44 años,Total,2011,"3.809,2"
Hombres,De 35 a 44 años,Total,2010,"3.766,6"
Hombres,De 35 a 44 años,Total,2009,3.697
Hombres,De 35 a 44 años,Total,2008,"3.648,7"
Hombres,De 35 a 44 años,Total,2007,"3.556,7"
Hombres,De 35 a 44 años,Total,2006,"3.441,8"
Hombres,De 35 a 44 años,Española,2024,"2.395,1"
Hombres,De 35 a 44 años,Española,2023,"2.457,9"
Hombres,De 35 a 44 años,Española,2022,"2.530,4"
Hombres,De 35 a 44 años,Española,2021,"2.638,6"
Hombres,De 35 a 44 años,Española,2020,"2.646,9"
Hombres,De 35 a 44 años,Española,2019,"2.796,9"
Hombres,De 35 a 44 años,Española,2018,"2.916,3"
Hombres,De 35 a 44 años,Española,2017,"2.998,4"
Hombres,De 35 a 44 años,Española,2016,"3.065,3"
Hombres,De 35 a 44 años,Española,2015,"3.108,2"
Hombres,De 35 a 44 años,Española,2014,"3.157,5"
Hombres,De 35 a 44 años,Española,2013,"3.143,2"
Hombres,De 35 a 44 años,Española,2012,"3.136,2"
Hombres,De 35 a 44 años,Española,2011,"3.134,3"
Hombres,De 35 a 44 años,Española,2010,"3.075,5"
Hombres,De 35 a 44 años,Española,2009,"3.007,2"
Hombres,De 35 a 44 años,Española,2008,"3.021,5"
Hombres,De 35 a 44 años,Española,2007,"2.998,3"
Hombres,De 35 a 44 años,Española,2006,"2.946,6"
Hombres,De 35 a 44 años,Doble nacionalidad,2024,"135,4"
Hombres,De 35 a 44 años,Doble nacionalidad,2023,"122,6"
Hombres,De 35 a 44 años,Doble nacionalidad,2022,"120,6"
Hombres,De 35 a 44 años,Doble nacionalidad,2021,"122,7"
Hombres,De 35 a 44 años,Doble nacionalidad,2020,111
Hombres,De 35 a 44 años,Doble nacionalidad,2019,"100,5"
Hombres,De 35 a 44 años,Doble nacionalidad,2018,"94,3"
Hombres,De 35 a 44 años,Doble nacionalidad,2017,"92,4"
Hombres,De 35 a 44 años,Doble nacionalidad,2016,102
Hombres,De 35 a 44 años,Doble nacionalidad,2015,"90,9"
Hombres,De 35 a 44 años,Doble nacionalidad,2014,"74,3"
Hombres,De 35 a 44 años,Doble nacionalidad,2013,"61,7"
Hombres,De 35 a 44 años,Doble nacionalidad,2012,"67,3"
Hombres,De 35 a 44 años,Doble nacionalidad,2011,"61,4"
Hombres,De 35 a 44 años,Doble nacionalidad,2010,"52,3"
Hombres,De 35 a 44 años,Doble nacionalidad,2009,45
Hombres,De 35 a 44 años,Doble nacionalidad,2008,"39,2"
Hombres,De 35 a 44 años,Doble nacionalidad,2007,"36,1"
Hombres,De 35 a 44 años,Doble nacionalidad,2006,"25,7"
Hombres,De 35 a 44 años,Extranjera: Total,2024,"557,4"
Hombres,De 35 a 44 años,Extranjera: Total,2023,"565,9"
Hombres,De 35 a 44 años,Extranjera: Total,2022,555
Hombres,De 35 a 44 años,Extranjera: Total,2021,"527,7"
Hombres,De 35 a 44 años,Extranjera: Total,2020,"545,3"
Hombres,De 35 a 44 años,Extranjera: Total,2019,"545,5"
Hombres,De 35 a 44 años,Extranjera: Total,2018,"524,1"
Hombres,De 35 a 44 años,Extranjera: Total,2017,"514,5"
Hombres,De 35 a 44 años,Extranjera: Total,2016,"516,6"
Hombres,De 35 a 44 años,Extranjera: Total,2015,"542,1"
Hombres,De 35 a 44 años,Extranjera: Total,2014,"533,2"
Hombres,De 35 a 44 años,Extranjera: Total,2013,"583,9"
Hombres,De 35 a 44 años,Extranjera: Total,2012,"605,7"
Hombres,De 35 a 44 años,Extranjera: Total,2011,"613,5"
Hombres,De 35 a 44 años,Extranjera: Total,2010,"638,8"
Hombres,De 35 a 44 años,Extranjera: Total,2009,"644,8"
Hombres,De 35 a 44 años,Extranjera: Total,2008,588
Hombres,De 35 a 44 años,Extranjera: Total,2007,"522,3"
Hombres,De 35 a 44 años,Extranjera: Total,2006,"469,5"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2024,"155,9"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2023,147
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2022,"157,2"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2021,"158,9"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2020,"175,6"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2019,"187,3"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2018,"179,2"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2017,"181,6"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2016,"184,4"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2015,"178,8"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2014,189
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2013,"194,6"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2012,"179,6"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2011,"169,2"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2010,"191,2"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2009,"183,6"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2008,"179,4"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2007,"146,5"
Hombres,De 35 a 44 años,Extranjera: Unión Europea,2006,"59,6"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2024,"36,5"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2023,"36,6"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2022,"23,6"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2021,"24,7"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2020,"32,4"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2019,"23,2"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2018,"17,5"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2017,"19,4"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2016,"16,1"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2015,"21,7"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2014,"23,5"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2013,"20,4"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2012,"22,9"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2011,"19,7"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2010,"21,7"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2009,17
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2008,"15,4"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2007,"15,3"
Hombres,De 35 a 44 años,Extranjera: Resto de Europa,2006,"77,4"
Hombres,De 35 a 44 años,Extranjera: América Latina,2024,199
Hombres,De 35 a 44 años,Extranjera: América Latina,2023,"192,3"
Hombres,De 35 a 44 años,Extranjera: América Latina,2022,"176,6"
Hombres,De 35 a 44 años,Extranjera: América Latina,2021,"159,4"
Hombres,De 35 a 44 años,Extranjera: América Latina,2020,152
Hombres,De 35 a 44 años,Extranjera: América Latina,2019,"138,8"
Hombres,De 35 a 44 años,Extranjera: América Latina,2018,"132,2"
Hombres,De 35 a 44 años,Extranjera: América Latina,2017,"116,4"
Hombres,De 35 a 44 años,Extranjera: América Latina,2016,"113,8"
Hombres,De 35 a 44 años,Extranjera: América Latina,2015,"119,8"
Hombres,De 35 a 44 años,Extranjera: América Latina,2014,"126,6"
Hombres,De 35 a 44 años,Extranjera: América Latina,2013,"155,2"
Hombres,De 35 a 44 años,Extranjera: América Latina,2012,"194,8"
Hombres,De 35 a 44 años,Extranjera: América Latina,2011,222
Hombres,De 35 a 44 años,Extranjera: América Latina,2010,232
Hombres,De 35 a 44 años,Extranjera: América Latina,2009,"264,2"
Hombres,De 35 a 44 años,Extranjera: América Latina,2008,"227,4"
Hombres,De 35 a 44 años,Extranjera: América Latina,2007,"215,1"
Hombres,De 35 a 44 años,Extranjera: América Latina,2006,"194,7"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2024,"165,9"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2023,190
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2022,"197,6"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2021,"184,6"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2020,"185,3"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2019,"196,3"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2018,"195,2"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2017,"197,1"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2016,"202,4"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2015,"221,9"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2014,"194,1"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2013,"213,7"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2012,"208,4"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2011,"202,5"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2010,"193,8"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2009,"180,1"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2008,"165,8"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2007,"145,4"
Hombres,De 35 a 44 años,Extranjera: Resto del mundo y apátrida,2006,"137,8"
Hombres,De 45 a 54 años,Total,2024,"3.633,4"
Hombres,De 45 a 54 años,Total,2023,"3.594,6"
Hombres,De 45 a 54 años,Total,2022,"3.564,7"
Hombres,De 45 a 54 años,Total,2021,"3.504,1"
Hombres,De 45 a 54 años,Total,2020,"3.411,7"
Hombres,De 45 a 54 años,Total,2019,"3.404,9"
Hombres,De 45 a 54 años,Total,2018,"3.352,4"
Hombres,De 45 a 54 años,Total,2017,"3.304,4"
Hombres,De 45 a 54 años,Total,2016,"3.268,5"
Hombres,De 45 a 54 años,Total,2015,"3.229,8"
Hombres,De 45 a 54 años,Total,2014,"3.185,5"
Hombres,De 45 a 54 años,Total,2013,"3.147,6"
Hombres,De 45 a 54 años,Total,2012,"3.112,9"
Hombres,De 45 a 54 años,Total,2011,"3.047,1"
Hombres,De 45 a 54 años,Total,2010,"2.968,6"
Hombres,De 45 a 54 años,Total,2009,"2.887,6"
Hombres,De 45 a 54 años,Total,2008,"2.800,5"
Hombres,De 45 a 54 años,Total,2007,"2.713,2"
Hombres,De 45 a 54 años,Total,2006,"2.620,1"
Hombres,De 45 a 54 años,Española,2024,"2.931,9"
Hombres,De 45 a 54 años,Española,2023,"2.966,9"
Hombres,De 45 a 54 años,Española,2022,"2.986,5"
Hombres,De 45 a 54 años,Española,2021,"2.958,9"
Hombres,De 45 a 54 años,Española,2020,"2.922,4"
Hombres,De 45 a 54 años,Española,2019,"2.934,9"
Hombres,De 45 a 54 años,Española,2018,"2.923,6"
Hombres,De 45 a 54 años,Española,2017,2.912
Hombres,De 45 a 54 años,Española,2016,"2.874,8"
Hombres,De 45 a 54 años,Española,2015,"2.874,3"
Hombres,De 45 a 54 años,Española,2014,"2.841,1"
Hombres,De 45 a 54 años,Española,2013,"2.778,3"
Hombres,De 45 a 54 años,Española,2012,"2.759,7"
Hombres,De 45 a 54 años,Española,2011,"2.726,1"
Hombres,De 45 a 54 años,Española,2010,"2.657,2"
Hombres,De 45 a 54 años,Española,2009,"2.582,5"
Hombres,De 45 a 54 años,Española,2008,"2.531,7"
Hombres,De 45 a 54 años,Española,2007,"2.490,4"
Hombres,De 45 a 54 años,Española,2006,"2.417,5"
Hombres,De 45 a 54 años,Doble nacionalidad,2024,"156,6"
Hombres,De 45 a 54 años,Doble nacionalidad,2023,"132,4"
Hombres,De 45 a 54 años,Doble nacionalidad,2022,"117,7"
Hombres,De 45 a 54 años,Doble nacionalidad,2021,122
Hombres,De 45 a 54 años,Doble nacionalidad,2020,"110,6"
Hombres,De 45 a 54 años,Doble nacionalidad,2019,"99,3"
Hombres,De 45 a 54 años,Doble nacionalidad,2018,"92,8"
Hombres,De 45 a 54 años,Doble nacionalidad,2017,"74,2"
Hombres,De 45 a 54 años,Doble nacionalidad,2016,"80,1"
Hombres,De 45 a 54 años,Doble nacionalidad,2015,"74,5"
Hombres,De 45 a 54 años,Doble nacionalidad,2014,"56,7"
Hombres,De 45 a 54 años,Doble nacionalidad,2013,"56,1"
Hombres,De 45 a 54 años,Doble nacionalidad,2012,"49,9"
Hombres,De 45 a 54 años,Doble nacionalidad,2011,"40,7"
Hombres,De 45 a 54 años,Doble nacionalidad,2010,"32,4"
Hombres,De 45 a 54 años,Doble nacionalidad,2009,"25,7"
Hombres,De 45 a 54 años,Doble nacionalidad,2008,"19,8"
Hombres,De 45 a 54 años,Doble nacionalidad,2007,"18,5"
Hombres,De 45 a 54 años,Doble nacionalidad,2006,"16,1"
Hombres,De 45 a 54 años,Extranjera: Total,2024,"544,9"
Hombres,De 45 a 54 años,Extranjera: Total,2023,"495,3"
Hombres,De 45 a 54 años,Extranjera: Total,2022,"460,4"
Hombres,De 45 a 54 años,Extranjera: Total,2021,"423,2"
Hombres,De 45 a 54 años,Extranjera: Total,2020,"378,7"
Hombres,De 45 a 54 años,Extranjera: Total,2019,"370,8"
Hombres,De 45 a 54 años,Extranjera: Total,2018,336
Hombres,De 45 a 54 años,Extranjera: Total,2017,"318,1"
Hombres,De 45 a 54 años,Extranjera: Total,2016,"313,6"
Hombres,De 45 a 54 años,Extranjera: Total,2015,281
Hombres,De 45 a 54 años,Extranjera: Total,2014,"287,7"
Hombres,De 45 a 54 años,Extranjera: Total,2013,"313,3"
Hombres,De 45 a 54 años,Extranjera: Total,2012,"303,3"
Hombres,De 45 a 54 años,Extranjera: Total,2011,"280,4"
Hombres,De 45 a 54 años,Extranjera: Total,2010,"278,9"
Hombres,De 45 a 54 años,Extranjera: Total,2009,"279,4"
Hombres,De 45 a 54 años,Extranjera: Total,2008,"249,1"
Hombres,De 45 a 54 años,Extranjera: Total,2007,"204,3"
Hombres,De 45 a 54 años,Extranjera: Total,2006,"186,5"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2024,"168,5"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2023,"164,8"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2022,"159,6"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2021,"131,2"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2020,"140,1"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2019,146
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2018,"133,1"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2017,"131,1"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2016,"132,5"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2015,"114,1"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2014,"116,5"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2013,120
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2012,"106,3"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2011,"94,9"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2010,"101,3"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2009,"96,4"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2008,"81,2"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2007,"72,1"
Hombres,De 45 a 54 años,Extranjera: Unión Europea,2006,"34,8"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2024,"29,3"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2023,"37,9"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2022,"34,5"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2021,"36,3"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2020,36
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2019,"22,3"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2018,"15,7"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2017,"13,7"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2016,"12,2"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2015,"13,1"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2014,"6,8"
Hombres,De 45 a 54 años,Extranjera: Resto de Europa,2013,11
