País de Nacimiento,Español/Extranjero,Sexo,Año,Total
Brasil,Nacionalidad Extranjera,Hombres,2010,46.276
Brasil,Nacionalidad Extranjera,Hombres,2009,51.739
Brasil,Nacionalidad Extranjera,Hombres,2008,48.606
Brasil,Nacionalidad Extranjera,Hombres,2007,36.754
Brasil,Nacionalidad Extranjera,Hombres,2006,27.990
Brasil,Nacionalidad Extranjera,Hombres,2005,19.807
Brasil,Nacionalidad Extranjera,Hombres,2004,12.859
Brasil,Nacionalidad Extranjera,Hombres,2003,10.434
Brasil,Nacionalidad Extranjera,Hombres,2002,7.577
Brasil,Nacionalidad Extranjera,Hombres,2001,5.328
Brasil,Nacionalidad Extranjera,Hombres,2000,3.389
Brasil,Nacionalidad Extranjera,Hombres,1999,2.571
Brasil,Nacionalidad Extranjera,Hombres,1998,2.150
Brasil,Nacionalidad Extranjera,Mujeres,2022,61.932
Brasil,Nacionalidad Extranjera,Mujeres,2021,64.091
Brasil,Nacionalidad Extranjera,Mujeres,2020,65.979
Brasil,Nacionalidad Extranjera,Mujeres,2019,60.929
Brasil,Nacionalidad Extranjera,Mujeres,2018,55.773
Brasil,Nacionalidad Extranjera,Mujeres,2017,52.280
Brasil,Nacionalidad Extranjera,Mujeres,2016,51.095
Brasil,Nacionalidad Extranjera,Mujeres,2015,51.736
Brasil,Nacionalidad Extranjera,Mujeres,2014,56.530
Brasil,Nacionalidad Extranjera,Mujeres,2013,63.079
Brasil,Nacionalidad Extranjera,Mujeres,2012,67.272
Brasil,Nacionalidad Extranjera,Mujeres,2011,70.922
Brasil,Nacionalidad Extranjera,Mujeres,2010,75.011
Brasil,Nacionalidad Extranjera,Mujeres,2009,77.450
Brasil,Nacionalidad Extranjera,Mujeres,2008,70.603
Brasil,Nacionalidad Extranjera,Mujeres,2007,55.538
Brasil,Nacionalidad Extranjera,Mujeres,2006,45.714
Brasil,Nacionalidad Extranjera,Mujeres,2005,35.091
Brasil,Nacionalidad Extranjera,Mujeres,2004,25.136
Brasil,Nacionalidad Extranjera,Mujeres,2003,21.317
Brasil,Nacionalidad Extranjera,Mujeres,2002,16.459
Brasil,Nacionalidad Extranjera,Mujeres,2001,11.975
Brasil,Nacionalidad Extranjera,Mujeres,2000,7.696
Brasil,Nacionalidad Extranjera,Mujeres,1999,5.712
Brasil,Nacionalidad Extranjera,Mujeres,1998,4.558
Chile,TOTAL,Ambos sexos,2022,65.002
Chile,TOTAL,Ambos sexos,2021,62.660
Chile,TOTAL,Ambos sexos,2020,62.410
Chile,TOTAL,Ambos sexos,2019,59.466
Chile,TOTAL,Ambos sexos,2018,57.588
Chile,TOTAL,Ambos sexos,2017,56.404
Chile,TOTAL,Ambos sexos,2016,55.694
Chile,TOTAL,Ambos sexos,2015,56.595
Chile,TOTAL,Ambos sexos,2014,58.618
Chile,TOTAL,Ambos sexos,2013,62.280
Chile,TOTAL,Ambos sexos,2012,64.844
Chile,TOTAL,Ambos sexos,2011,66.001
Chile,TOTAL,Ambos sexos,2010,67.404
Chile,TOTAL,Ambos sexos,2009,68.376
Chile,TOTAL,Ambos sexos,2008,66.874
Chile,TOTAL,Ambos sexos,2007,60.179
Chile,TOTAL,Ambos sexos,2006,57.864
Chile,TOTAL,Ambos sexos,2005,52.620
Chile,TOTAL,Ambos sexos,2004,44.167
Chile,TOTAL,Ambos sexos,2003,38.968
Chile,TOTAL,Ambos sexos,2002,30.768
Chile,TOTAL,Ambos sexos,2001,24.598
Chile,TOTAL,Ambos sexos,2000,20.086
Chile,TOTAL,Ambos sexos,1999,17.889
Chile,TOTAL,Ambos sexos,1998,16.984
Chile,TOTAL,Hombres,2022,30.509
Chile,TOTAL,Hombres,2021,29.422
Chile,TOTAL,Hombres,2020,29.237
Chile,TOTAL,Hombres,2019,27.882
Chile,TOTAL,Hombres,2018,27.041
Chile,TOTAL,Hombres,2017,26.655
Chile,TOTAL,Hombres,2016,26.509
Chile,TOTAL,Hombres,2015,27.083
Chile,TOTAL,Hombres,2014,28.036
Chile,TOTAL,Hombres,2013,29.879
Chile,TOTAL,Hombres,2012,31.279
Chile,TOTAL,Hombres,2011,32.011
Chile,TOTAL,Hombres,2010,33.040
Chile,TOTAL,Hombres,2009,33.828
Chile,TOTAL,Hombres,2008,33.173
Chile,TOTAL,Hombres,2007,29.825
Chile,TOTAL,Hombres,2006,28.858
Chile,TOTAL,Hombres,2005,26.239
Chile,TOTAL,Hombres,2004,21.802
Chile,TOTAL,Hombres,2003,18.941
Chile,TOTAL,Hombres,2002,14.616
Chile,TOTAL,Hombres,2001,11.380
Chile,TOTAL,Hombres,2000,9.136
Chile,TOTAL,Hombres,1999,8.109
Chile,TOTAL,Hombres,1998,7.679
Chile,TOTAL,Mujeres,2022,34.493
Chile,TOTAL,Mujeres,2021,33.238
Chile,TOTAL,Mujeres,2020,33.173
Chile,TOTAL,Mujeres,2019,31.584
Chile,TOTAL,Mujeres,2018,30.547
Chile,TOTAL,Mujeres,2017,29.749
Chile,TOTAL,Mujeres,2016,29.185
Chile,TOTAL,Mujeres,2015,29.512
Chile,TOTAL,Mujeres,2014,30.582
Chile,TOTAL,Mujeres,2013,32.401
Chile,TOTAL,Mujeres,2012,33.565
Chile,TOTAL,Mujeres,2011,33.990
Chile,TOTAL,Mujeres,2010,34.364
Chile,TOTAL,Mujeres,2009,34.548
Chile,TOTAL,Mujeres,2008,33.701
Chile,TOTAL,Mujeres,2007,30.354
Chile,TOTAL,Mujeres,2006,29.006
Chile,TOTAL,Mujeres,2005,26.381
Chile,TOTAL,Mujeres,2004,22.365
Chile,TOTAL,Mujeres,2003,20.027
Chile,TOTAL,Mujeres,2002,16.152
Chile,TOTAL,Mujeres,2001,13.218
Chile,TOTAL,Mujeres,2000,10.950
Chile,TOTAL,Mujeres,1999,9.780
Chile,TOTAL,Mujeres,1998,9.306
Chile,Nacionalidad Española,Ambos sexos,2022,34.218
Chile,Nacionalidad Española,Ambos sexos,2021,33.263
Chile,Nacionalidad Española,Ambos sexos,2020,32.097
Chile,Nacionalidad Española,Ambos sexos,2019,31.104
Chile,Nacionalidad Española,Ambos sexos,2018,30.342
Chile,Nacionalidad Española,Ambos sexos,2017,29.702
Chile,Nacionalidad Española,Ambos sexos,2016,28.703
Chile,Nacionalidad Española,Ambos sexos,2015,27.863
Chile,Nacionalidad Española,Ambos sexos,2014,25.839
Chile,Nacionalidad Española,Ambos sexos,2013,24.084
Chile,Nacionalidad Española,Ambos sexos,2012,23.055
Chile,Nacionalidad Española,Ambos sexos,2011,21.408
Chile,Nacionalidad Española,Ambos sexos,2010,20.088
Chile,Nacionalidad Española,Ambos sexos,2009,18.996
Chile,Nacionalidad Española,Ambos sexos,2008,17.935
Chile,Nacionalidad Española,Ambos sexos,2007,16.740
Chile,Nacionalidad Española,Ambos sexos,2006,16.008
Chile,Nacionalidad Española,Ambos sexos,2005,15.198
Chile,Nacionalidad Española,Ambos sexos,2004,14.557
Chile,Nacionalidad Española,Ambos sexos,2003,13.848
Chile,Nacionalidad Española,Ambos sexos,2002,12.994
Chile,Nacionalidad Española,Ambos sexos,2001,12.350
Chile,Nacionalidad Española,Ambos sexos,2000,11.620
Chile,Nacionalidad Española,Ambos sexos,1999,10.561
Chile,Nacionalidad Española,Ambos sexos,1998,10.379
Chile,Nacionalidad Española,Hombres,2022,15.828
Chile,Nacionalidad Española,Hombres,2021,15.403
Chile,Nacionalidad Española,Hombres,2020,14.848
Chile,Nacionalidad Española,Hombres,2019,14.450
Chile,Nacionalidad Española,Hombres,2018,14.106
Chile,Nacionalidad Española,Hombres,2017,13.854
Chile,Nacionalidad Española,Hombres,2016,13.473
Chile,Nacionalidad Española,Hombres,2015,13.153
Chile,Nacionalidad Española,Hombres,2014,12.210
Chile,Nacionalidad Española,Hombres,2013,11.392
Chile,Nacionalidad Española,Hombres,2012,10.904
Chile,Nacionalidad Española,Hombres,2011,10.126
Chile,Nacionalidad Española,Hombres,2010,9.504
Chile,Nacionalidad Española,Hombres,2009,8.939
Chile,Nacionalidad Española,Hombres,2008,8.419
Chile,Nacionalidad Española,Hombres,2007,7.808
Chile,Nacionalidad Española,Hombres,2006,7.455
Chile,Nacionalidad Española,Hombres,2005,7.106
Chile,Nacionalidad Española,Hombres,2004,6.806
Chile,Nacionalidad Española,Hombres,2003,6.467
Chile,Nacionalidad Española,Hombres,2002,6.019
Chile,Nacionalidad Española,Hombres,2001,5.690
Chile,Nacionalidad Española,Hombres,2000,5.333
Chile,Nacionalidad Española,Hombres,1999,4.860
Chile,Nacionalidad Española,Hombres,1998,4.764
Chile,Nacionalidad Española,Mujeres,2022,18.390
Chile,Nacionalidad Española,Mujeres,2021,17.860
Chile,Nacionalidad Española,Mujeres,2020,17.249
Chile,Nacionalidad Española,Mujeres,2019,16.654
Chile,Nacionalidad Española,Mujeres,2018,16.236
Chile,Nacionalidad Española,Mujeres,2017,15.848
Chile,Nacionalidad Española,Mujeres,2016,15.230
Chile,Nacionalidad Española,Mujeres,2015,14.710
Chile,Nacionalidad Española,Mujeres,2014,13.629
Chile,Nacionalidad Española,Mujeres,2013,12.692
Chile,Nacionalidad Española,Mujeres,2012,12.151
Chile,Nacionalidad Española,Mujeres,2011,11.282
Chile,Nacionalidad Española,Mujeres,2010,10.584
Chile,Nacionalidad Española,Mujeres,2009,10.057
Chile,Nacionalidad Española,Mujeres,2008,9.516
Chile,Nacionalidad Española,Mujeres,2007,8.932
Chile,Nacionalidad Española,Mujeres,2006,8.553
Chile,Nacionalidad Española,Mujeres,2005,8.092
Chile,Nacionalidad Española,Mujeres,2004,7.751
Chile,Nacionalidad Española,Mujeres,2003,7.381
Chile,Nacionalidad Española,Mujeres,2002,6.975
Chile,Nacionalidad Española,Mujeres,2001,6.661
Chile,Nacionalidad Española,Mujeres,2000,6.288
Chile,Nacionalidad Española,Mujeres,1999,5.700
Chile,Nacionalidad Española,Mujeres,1998,5.616
Chile,Nacionalidad Extranjera,Ambos sexos,2022,30.784
Chile,Nacionalidad Extranjera,Ambos sexos,2021,29.397
Chile,Nacionalidad Extranjera,Ambos sexos,2020,30.313
Chile,Nacionalidad Extranjera,Ambos sexos,2019,28.362
Chile,Nacionalidad Extranjera,Ambos sexos,2018,27.246
Chile,Nacionalidad Extranjera,Ambos sexos,2017,26.702
Chile,Nacionalidad Extranjera,Ambos sexos,2016,26.991
Chile,Nacionalidad Extranjera,Ambos sexos,2015,28.732
Chile,Nacionalidad Extranjera,Ambos sexos,2014,32.779
Chile,Nacionalidad Extranjera,Ambos sexos,2013,38.196
Chile,Nacionalidad Extranjera,Ambos sexos,2012,41.789
Chile,Nacionalidad Extranjera,Ambos sexos,2011,44.593
Chile,Nacionalidad Extranjera,Ambos sexos,2010,47.316
Chile,Nacionalidad Extranjera,Ambos sexos,2009,49.380
Chile,Nacionalidad Extranjera,Ambos sexos,2008,48.939
Chile,Nacionalidad Extranjera,Ambos sexos,2007,43.439
Chile,Nacionalidad Extranjera,Ambos sexos,2006,41.856
Chile,Nacionalidad Extranjera,Ambos sexos,2005,37.422
Chile,Nacionalidad Extranjera,Ambos sexos,2004,29.610
Chile,Nacionalidad Extranjera,Ambos sexos,2003,25.120
Chile,Nacionalidad Extranjera,Ambos sexos,2002,17.775
Chile,Nacionalidad Extranjera,Ambos sexos,2001,12.248
Chile,Nacionalidad Extranjera,Ambos sexos,2000,8.465
Chile,Nacionalidad Extranjera,Ambos sexos,1999,7.328
Chile,Nacionalidad Extranjera,Ambos sexos,1998,6.605
Chile,Nacionalidad Extranjera,Hombres,2022,14.681
Chile,Nacionalidad Extranjera,Hombres,2021,14.019
Chile,Nacionalidad Extranjera,Hombres,2020,14.389
Chile,Nacionalidad Extranjera,Hombres,2019,13.432
Chile,Nacionalidad Extranjera,Hombres,2018,12.935
Chile,Nacionalidad Extranjera,Hombres,2017,12.801
Chile,Nacionalidad Extranjera,Hombres,2016,13.036
Chile,Nacionalidad Extranjera,Hombres,2015,13.930
Chile,Nacionalidad Extranjera,Hombres,2014,15.826
Chile,Nacionalidad Extranjera,Hombres,2013,18.487
Chile,Nacionalidad Extranjera,Hombres,2012,20.375
Chile,Nacionalidad Extranjera,Hombres,2011,21.885
Chile,Nacionalidad Extranjera,Hombres,2010,23.536
Chile,Nacionalidad Extranjera,Hombres,2009,24.889
Chile,Nacionalidad Extranjera,Hombres,2008,24.754
Chile,Nacionalidad Extranjera,Hombres,2007,22.017
Chile,Nacionalidad Extranjera,Hombres,2006,21.403
Chile,Nacionalidad Extranjera,Hombres,2005,19.133
Chile,Nacionalidad Extranjera,Hombres,2004,14.996
Chile,Nacionalidad Extranjera,Hombres,2003,12.474
Chile,Nacionalidad Extranjera,Hombres,2002,8.598
Chile,Nacionalidad Extranjera,Hombres,2001,5.691
Chile,Nacionalidad Extranjera,Hombres,2000,3.803
Chile,Nacionalidad Extranjera,Hombres,1999,3.248
Chile,Nacionalidad Extranjera,Hombres,1998,2.915
Chile,Nacionalidad Extranjera,Mujeres,2022,16.103
Chile,Nacionalidad Extranjera,Mujeres,2021,15.378
Chile,Nacionalidad Extranjera,Mujeres,2020,15.924
Chile,Nacionalidad Extranjera,Mujeres,2019,14.930
Chile,Nacionalidad Extranjera,Mujeres,2018,14.311
Chile,Nacionalidad Extranjera,Mujeres,2017,13.901
Chile,Nacionalidad Extranjera,Mujeres,2016,13.955
Chile,Nacionalidad Extranjera,Mujeres,2015,14.802
Chile,Nacionalidad Extranjera,Mujeres,2014,16.953
Chile,Nacionalidad Extranjera,Mujeres,2013,19.709
Chile,Nacionalidad Extranjera,Mujeres,2012,21.414
Chile,Nacionalidad Extranjera,Mujeres,2011,22.708
Chile,Nacionalidad Extranjera,Mujeres,2010,23.780
Chile,Nacionalidad Extranjera,Mujeres,2009,24.491
Chile,Nacionalidad Extranjera,Mujeres,2008,24.185
Chile,Nacionalidad Extranjera,Mujeres,2007,21.422
Chile,Nacionalidad Extranjera,Mujeres,2006,20.453
Chile,Nacionalidad Extranjera,Mujeres,2005,18.289
Chile,Nacionalidad Extranjera,Mujeres,2004,14.614
Chile,Nacionalidad Extranjera,Mujeres,2003,12.646
Chile,Nacionalidad Extranjera,Mujeres,2002,9.177
Chile,Nacionalidad Extranjera,Mujeres,2001,6.557
Chile,Nacionalidad Extranjera,Mujeres,2000,4.662
Chile,Nacionalidad Extranjera,Mujeres,1999,4.080
Chile,Nacionalidad Extranjera,Mujeres,1998,3.690
Colombia,TOTAL,Ambos sexos,2022,568.034
Colombia,TOTAL,Ambos sexos,2021,538.884
Colombia,TOTAL,Ambos sexos,2020,514.110
Colombia,TOTAL,Ambos sexos,2019,440.540
Colombia,TOTAL,Ambos sexos,2018,394.431
Colombia,TOTAL,Ambos sexos,2017,369.197
Colombia,TOTAL,Ambos sexos,2016,354.461
Colombia,TOTAL,Ambos sexos,2015,356.475
Colombia,TOTAL,Ambos sexos,2014,363.667
Colombia,TOTAL,Ambos sexos,2013,370.823
Colombia,TOTAL,Ambos sexos,2012,375.463
Colombia,TOTAL,Ambos sexos,2011,373.992
Colombia,TOTAL,Ambos sexos,2010,371.064
Colombia,TOTAL,Ambos sexos,2009,358.762
Colombia,TOTAL,Ambos sexos,2008,330.419
Colombia,TOTAL,Ambos sexos,2007,291.676
Colombia,TOTAL,Ambos sexos,2006,286.969
Colombia,TOTAL,Ambos sexos,2005,288.190
Colombia,TOTAL,Ambos sexos,2004,264.503
Colombia,TOTAL,Ambos sexos,2003,259.400
Colombia,TOTAL,Ambos sexos,2002,205.308
Colombia,TOTAL,Ambos sexos,2001,99.942
Colombia,TOTAL,Ambos sexos,2000,35.668
Colombia,TOTAL,Ambos sexos,1999,21.622
Colombia,TOTAL,Ambos sexos,1998,17.928
Colombia,TOTAL,Hombres,2022,238.583
Colombia,TOTAL,Hombres,2021,226.273
Colombia,TOTAL,Hombres,2020,215.107
Colombia,TOTAL,Hombres,2019,182.358
Colombia,TOTAL,Hombres,2018,162.441
Colombia,TOTAL,Hombres,2017,151.827
Colombia,TOTAL,Hombres,2016,146.404
Colombia,TOTAL,Hombres,2015,148.023
Colombia,TOTAL,Hombres,2014,152.085
Colombia,TOTAL,Hombres,2013,156.279
Colombia,TOTAL,Hombres,2012,159.494
Colombia,TOTAL,Hombres,2011,160.109
Colombia,TOTAL,Hombres,2010,160.348
Colombia,TOTAL,Hombres,2009,156.140
Colombia,TOTAL,Hombres,2008,143.860
Colombia,TOTAL,Hombres,2007,125.362
Colombia,TOTAL,Hombres,2006,123.151
Colombia,TOTAL,Hombres,2005,123.945
Colombia,TOTAL,Hombres,2004,113.063
Colombia,TOTAL,Hombres,2003,110.787
Colombia,TOTAL,Hombres,2002,86.725
Colombia,TOTAL,Hombres,2001,40.005
Colombia,TOTAL,Hombres,2000,12.580
Colombia,TOTAL,Hombres,1999,7.582
Colombia,TOTAL,Hombres,1998,6.446
Colombia,TOTAL,Mujeres,2022,329.451
Colombia,TOTAL,Mujeres,2021,312.611
Colombia,TOTAL,Mujeres,2020,299.003
Colombia,TOTAL,Mujeres,2019,258.182
Colombia,TOTAL,Mujeres,2018,231.990
Colombia,TOTAL,Mujeres,2017,217.370
Colombia,TOTAL,Mujeres,2016,208.057
Colombia,TOTAL,Mujeres,2015,208.452
Colombia,TOTAL,Mujeres,2014,211.582
Colombia,TOTAL,Mujeres,2013,214.544
Colombia,TOTAL,Mujeres,2012,215.969
Colombia,TOTAL,Mujeres,2011,213.883
Colombia,TOTAL,Mujeres,2010,210.716
Colombia,TOTAL,Mujeres,2009,202.622
Colombia,TOTAL,Mujeres,2008,186.559
Colombia,TOTAL,Mujeres,2007,166.314
Colombia,TOTAL,Mujeres,2006,163.818
Colombia,TOTAL,Mujeres,2005,164.245
Colombia,TOTAL,Mujeres,2004,151.440
Colombia,TOTAL,Mujeres,2003,148.613
Colombia,TOTAL,Mujeres,2002,118.583
Colombia,TOTAL,Mujeres,2001,59.937
Colombia,TOTAL,Mujeres,2000,23.088
Colombia,TOTAL,Mujeres,1999,14.040
Colombia,TOTAL,Mujeres,1998,11.482
Colombia,Nacionalidad Española,Ambos sexos,2022,253.215
Colombia,Nacionalidad Española,Ambos sexos,2021,246.861
Colombia,Nacionalidad Española,Ambos sexos,2020,239.559
Colombia,Nacionalidad Española,Ambos sexos,2019,231.795
Colombia,Nacionalidad Española,Ambos sexos,2018,226.346
Colombia,Nacionalidad Española,Ambos sexos,2017,221.863
Colombia,Nacionalidad Española,Ambos sexos,2016,212.106
Colombia,Nacionalidad Española,Ambos sexos,2015,203.675
Colombia,Nacionalidad Española,Ambos sexos,2014,180.840
Colombia,Nacionalidad Española,Ambos sexos,2013,147.845
Colombia,Nacionalidad Española,Ambos sexos,2012,129.012
Colombia,Nacionalidad Española,Ambos sexos,2011,101.136
Colombia,Nacionalidad Española,Ambos sexos,2010,78.852
Colombia,Nacionalidad Española,Ambos sexos,2009,62.458
Colombia,Nacionalidad Española,Ambos sexos,2008,46.376
Colombia,Nacionalidad Española,Ambos sexos,2007,30.687
Colombia,Nacionalidad Española,Ambos sexos,2006,23.630
Colombia,Nacionalidad Española,Ambos sexos,2005,20.046
Colombia,Nacionalidad Española,Ambos sexos,2004,18.260
Colombia,Nacionalidad Española,Ambos sexos,2003,16.860
Colombia,Nacionalidad Española,Ambos sexos,2002,15.082
Colombia,Nacionalidad Española,Ambos sexos,2001,13.015
Colombia,Nacionalidad Española,Ambos sexos,2000,10.836
Colombia,Nacionalidad Española,Ambos sexos,1999,8.427
Colombia,Nacionalidad Española,Ambos sexos,1998,8.043
Colombia,Nacionalidad Española,Hombres,2022,98.771
Colombia,Nacionalidad Española,Hombres,2021,96.148
Colombia,Nacionalidad Española,Hombres,2020,93.303
Colombia,Nacionalidad Española,Hombres,2019,90.207
Colombia,Nacionalidad Española,Hombres,2018,88.156
Colombia,Nacionalidad Española,Hombres,2017,86.409
Colombia,Nacionalidad Española,Hombres,2016,82.825
Colombia,Nacionalidad Española,Hombres,2015,79.695
Colombia,Nacionalidad Española,Hombres,2014,70.860
Colombia,Nacionalidad Española,Hombres,2013,57.992
Colombia,Nacionalidad Española,Hombres,2012,50.387
Colombia,Nacionalidad Española,Hombres,2011,39.166
Colombia,Nacionalidad Española,Hombres,2010,30.341
Colombia,Nacionalidad Española,Hombres,2009,24.166
Colombia,Nacionalidad Española,Hombres,2008,18.129
Colombia,Nacionalidad Española,Hombres,2007,12.109
Colombia,Nacionalidad Española,Hombres,2006,9.454
Colombia,Nacionalidad Española,Hombres,2005,8.124
Colombia,Nacionalidad Española,Hombres,2004,7.504
Colombia,Nacionalidad Española,Hombres,2003,6.984
Colombia,Nacionalidad Española,Hombres,2002,6.248
Colombia,Nacionalidad Española,Hombres,2001,5.386
Colombia,Nacionalidad Española,Hombres,2000,4.489
Colombia,Nacionalidad Española,Hombres,1999,3.475
Colombia,Nacionalidad Española,Hombres,1998,3.309
Colombia,Nacionalidad Española,Mujeres,2022,154.444
Colombia,Nacionalidad Española,Mujeres,2021,150.713
Colombia,Nacionalidad Española,Mujeres,2020,146.256
Colombia,Nacionalidad Española,Mujeres,2019,141.588
Colombia,Nacionalidad Española,Mujeres,2018,138.190
Colombia,Nacionalidad Española,Mujeres,2017,135.454
Colombia,Nacionalidad Española,Mujeres,2016,129.281
Colombia,Nacionalidad Española,Mujeres,2015,123.980
Colombia,Nacionalidad Española,Mujeres,2014,109.980
Colombia,Nacionalidad Española,Mujeres,2013,89.853
Colombia,Nacionalidad Española,Mujeres,2012,78.625
Colombia,Nacionalidad Española,Mujeres,2011,61.970
Colombia,Nacionalidad Española,Mujeres,2010,48.511
Colombia,Nacionalidad Española,Mujeres,2009,38.292
Colombia,Nacionalidad Española,Mujeres,2008,28.247
Colombia,Nacionalidad Española,Mujeres,2007,18.578
Colombia,Nacionalidad Española,Mujeres,2006,14.176
Colombia,Nacionalidad Española,Mujeres,2005,11.922
Colombia,Nacionalidad Española,Mujeres,2004,10.756
Colombia,Nacionalidad Española,Mujeres,2003,9.876
Colombia,Nacionalidad Española,Mujeres,2002,8.834
Colombia,Nacionalidad Española,Mujeres,2001,7.630
Colombia,Nacionalidad Española,Mujeres,2000,6.347
Colombia,Nacionalidad Española,Mujeres,1999,4.953
Colombia,Nacionalidad Española,Mujeres,1998,4.735
Colombia,Nacionalidad Extranjera,Ambos sexos,2022,314.819
Colombia,Nacionalidad Extranjera,Ambos sexos,2021,292.023
Colombia,Nacionalidad Extranjera,Ambos sexos,2020,274.551
Colombia,Nacionalidad Extranjera,Ambos sexos,2019,208.745
Colombia,Nacionalidad Extranjera,Ambos sexos,2018,168.085
Colombia,Nacionalidad Extranjera,Ambos sexos,2017,147.334
Colombia,Nacionalidad Extranjera,Ambos sexos,2016,142.355
Colombia,Nacionalidad Extranjera,Ambos sexos,2015,152.800
Colombia,Nacionalidad Extranjera,Ambos sexos,2014,182.827
Colombia,Nacionalidad Extranjera,Ambos sexos,2013,222.978
Colombia,Nacionalidad Extranjera,Ambos sexos,2012,246.451
Colombia,Nacionalidad Extranjera,Ambos sexos,2011,272.856
Colombia,Nacionalidad Extranjera,Ambos sexos,2010,292.212
Colombia,Nacionalidad Extranjera,Ambos sexos,2009,296.304
Colombia,Nacionalidad Extranjera,Ambos sexos,2008,284.043
Colombia,Nacionalidad Extranjera,Ambos sexos,2007,260.989
Colombia,Nacionalidad Extranjera,Ambos sexos,2006,263.339
Colombia,Nacionalidad Extranjera,Ambos sexos,2005,268.144
Colombia,Nacionalidad Extranjera,Ambos sexos,2004,246.243
Colombia,Nacionalidad Extranjera,Ambos sexos,2003,242.540
Colombia,Nacionalidad Extranjera,Ambos sexos,2002,190.226
Colombia,Nacionalidad Extranjera,Ambos sexos,2001,86.927
Colombia,Nacionalidad Extranjera,Ambos sexos,2000,24.832
Colombia,Nacionalidad Extranjera,Ambos sexos,1999,13.195
Colombia,Nacionalidad Extranjera,Ambos sexos,1998,9.884
Colombia,Nacionalidad Extranjera,Hombres,2022,139.812
Colombia,Nacionalidad Extranjera,Hombres,2021,130.125
Colombia,Nacionalidad Extranjera,Hombres,2020,121.804
Colombia,Nacionalidad Extranjera,Hombres,2019,92.151
Colombia,Nacionalidad Extranjera,Hombres,2018,74.285
Colombia,Nacionalidad Extranjera,Hombres,2017,65.418
Colombia,Nacionalidad Extranjera,Hombres,2016,63.579
Colombia,Nacionalidad Extranjera,Hombres,2015,68.328
Colombia,Nacionalidad Extranjera,Hombres,2014,81.225
Colombia,Nacionalidad Extranjera,Hombres,2013,98.287
Colombia,Nacionalidad Extranjera,Hombres,2012,109.107
Colombia,Nacionalidad Extranjera,Hombres,2011,120.943
Colombia,Nacionalidad Extranjera,Hombres,2010,130.007
Colombia,Nacionalidad Extranjera,Hombres,2009,131.974
Colombia,Nacionalidad Extranjera,Hombres,2008,125.731
Colombia,Nacionalidad Extranjera,Hombres,2007,113.253
Colombia,Nacionalidad Extranjera,Hombres,2006,113.697
Colombia,Nacionalidad Extranjera,Hombres,2005,115.821
Colombia,Nacionalidad Extranjera,Hombres,2004,105.559
Colombia,Nacionalidad Extranjera,Hombres,2003,103.803
Colombia,Nacionalidad Extranjera,Hombres,2002,80.477
Colombia,Nacionalidad Extranjera,Hombres,2001,34.619
Colombia,Nacionalidad Extranjera,Hombres,2000,8.090
Colombia,Nacionalidad Extranjera,Hombres,1999,4.107
Colombia,Nacionalidad Extranjera,Hombres,1998,3.137
Colombia,Nacionalidad Extranjera,Mujeres,2022,175.007
Colombia,Nacionalidad Extranjera,Mujeres,2021,161.898
Colombia,Nacionalidad Extranjera,Mujeres,2020,152.747
Colombia,Nacionalidad Extranjera,Mujeres,2019,116.594
Colombia,Nacionalidad Extranjera,Mujeres,2018,93.800
Colombia,Nacionalidad Extranjera,Mujeres,2017,81.916
Colombia,Nacionalidad Extranjera,Mujeres,2016,78.776
Colombia,Nacionalidad Extranjera,Mujeres,2015,84.472
Colombia,Nacionalidad Extranjera,Mujeres,2014,101.602
Colombia,Nacionalidad Extranjera,Mujeres,2013,124.691
Colombia,Nacionalidad Extranjera,Mujeres,2012,137.344
Colombia,Nacionalidad Extranjera,Mujeres,2011,151.913
Colombia,Nacionalidad Extranjera,Mujeres,2010,162.205
Colombia,Nacionalidad Extranjera,Mujeres,2009,164.330
Colombia,Nacionalidad Extranjera,Mujeres,2008,158.312
Colombia,Nacionalidad Extranjera,Mujeres,2007,147.736
Colombia,Nacionalidad Extranjera,Mujeres,2006,149.642
Colombia,Nacionalidad Extranjera,Mujeres,2005,152.323
Colombia,Nacionalidad Extranjera,Mujeres,2004,140.684
Colombia,Nacionalidad Extranjera,Mujeres,2003,138.737
Colombia,Nacionalidad Extranjera,Mujeres,2002,109.749
Colombia,Nacionalidad Extranjera,Mujeres,2001,52.308
Colombia,Nacionalidad Extranjera,Mujeres,2000,16.741
Colombia,Nacionalidad Extranjera,Mujeres,1999,9.087
Colombia,Nacionalidad Extranjera,Mujeres,1998,6.747
Ecuador,TOTAL,Ambos sexos,2022,420.573
Ecuador,TOTAL,Ambos sexos,2021,416.935
Ecuador,TOTAL,Ambos sexos,2020,416.527
Ecuador,TOTAL,Ambos sexos,2019,408.241
Ecuador,TOTAL,Ambos sexos,2018,404.414
Ecuador,TOTAL,Ambos sexos,2017,404.002
Ecuador,TOTAL,Ambos sexos,2016,410.720
Ecuador,TOTAL,Ambos sexos,2015,422.186
Ecuador,TOTAL,Ambos sexos,2014,438.979
Ecuador,TOTAL,Ambos sexos,2013,456.233
Ecuador,TOTAL,Ambos sexos,2012,471.640
Ecuador,TOTAL,Ambos sexos,2011,480.626
Ecuador,TOTAL,Ambos sexos,2010,484.623
Ecuador,TOTAL,Ambos sexos,2009,479.117
Ecuador,TOTAL,Ambos sexos,2008,458.437
